"downloaded","item_id","item_definition","category","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36"
2023-04-18,84,"모자","clothing",0.37,0.34,0.42,0.4,0.53,0.6,0.78,0.85,0.89,0.83,0.87,0.88,0.86,0.96,0.94,0.96,0.95,0.96,0.99
2023-04-18,85,"목걸이","clothing",0.14,0.03,0.13,0.11,0.26,0.2,0.47,0.53,0.51,0.58,0.63,0.71,0.71,0.81,0.78,0.84,0.78,0.81,0.89
2023-04-18,86,"바지","clothing",0.31,0.29,0.37,0.48,0.59,0.6,0.72,0.86,0.79,0.83,0.88,0.91,0.86,0.96,0.93,0.95,0.92,0.96,0.97
2023-04-18,87,"목도리","clothing",0.09,0,0.1,0.11,0.24,0.21,0.33,0.42,0.39,0.48,0.53,0.65,0.6,0.74,0.66,0.67,0.76,0.83,0.77
2023-04-18,88,"신/신발","clothing",0.42,0.45,0.42,0.56,0.63,0.61,0.79,0.85,0.89,0.85,0.91,0.92,0.89,0.96,0.96,0.96,0.95,0.93,0.99
2023-04-18,89,"양말","clothing",0.35,0.45,0.48,0.49,0.57,0.6,0.72,0.85,0.84,0.84,0.82,0.91,0.84,0.97,0.93,0.95,0.93,0.94,0.99
2023-04-18,90,"옷/꼬까","clothing",0.29,0.23,0.33,0.37,0.51,0.54,0.69,0.73,0.74,0.74,0.77,0.84,0.81,0.95,0.9,0.93,0.87,0.88,0.97
2023-04-18,91,"운동화","clothing",0.08,0.03,0.06,0.13,0.24,0.17,0.28,0.47,0.54,0.51,0.59,0.61,0.64,0.73,0.7,0.75,0.75,0.8,0.86
2023-04-18,92,"잠바","clothing",0.08,0.11,0.16,0.17,0.34,0.34,0.41,0.4,0.57,0.61,0.68,0.74,0.73,0.81,0.76,0.71,0.84,0.84,0.87
2023-04-18,93,"잠옷","clothing",0.03,0,0.03,0.03,0.1,0.11,0.14,0.22,0.24,0.31,0.35,0.35,0.44,0.51,0.43,0.49,0.59,0.67,0.72
2023-04-18,94,"장갑","clothing",0.15,0.05,0.19,0.16,0.39,0.27,0.42,0.66,0.6,0.6,0.67,0.76,0.76,0.88,0.84,0.88,0.88,0.9,0.93
2023-04-18,95,"주머니","clothing",0.05,0.05,0.09,0.14,0.33,0.26,0.44,0.52,0.57,0.59,0.69,0.81,0.71,0.82,0.75,0.83,0.88,0.9,0.9
2023-04-18,96,"치마","clothing",0.11,0.08,0.1,0.06,0.26,0.2,0.27,0.44,0.51,0.53,0.6,0.6,0.5,0.74,0.67,0.71,0.71,0.74,0.79
2023-04-18,97,"코트/외투","clothing",0.02,0.05,0.04,0.05,0.14,0.07,0.23,0.18,0.23,0.32,0.38,0.38,0.27,0.4,0.4,0.37,0.5,0.49,0.54
2023-04-18,98,"팬티","clothing",0.12,0.14,0.13,0.24,0.36,0.39,0.52,0.7,0.73,0.74,0.77,0.85,0.86,0.88,0.9,0.93,0.91,0.91,0.97
2023-04-18,99,"허리띠","clothing",0,0.02,0.03,0.02,0.1,0.03,0.19,0.18,0.2,0.22,0.31,0.31,0.29,0.44,0.42,0.43,0.5,0.49,0.49
2023-04-18,100,"계단","furniture_rooms",0.14,0.11,0.13,0.13,0.29,0.24,0.4,0.53,0.56,0.55,0.67,0.75,0.73,0.77,0.79,0.85,0.89,0.88,0.93
2023-04-18,101,"냉장고","furniture_rooms",0.25,0.12,0.24,0.19,0.36,0.31,0.54,0.68,0.74,0.69,0.78,0.86,0.8,0.95,0.9,0.96,0.92,0.93,0.97
2023-04-18,102,"목욕탕","furniture_rooms",0.11,0.06,0.1,0.16,0.29,0.17,0.36,0.52,0.47,0.56,0.62,0.64,0.6,0.78,0.76,0.77,0.8,0.84,0.89
2023-04-18,103,"문","furniture_rooms",0.32,0.25,0.37,0.46,0.47,0.59,0.72,0.77,0.76,0.76,0.83,0.88,0.86,0.96,0.88,0.91,0.95,0.91,0.99
2023-04-18,104,"방","furniture_rooms",0.23,0.15,0.18,0.29,0.43,0.43,0.67,0.77,0.76,0.73,0.79,0.9,0.83,0.9,0.85,0.91,0.92,0.9,0.96
2023-04-18,105,"베개","furniture_rooms",0.32,0.17,0.3,0.43,0.49,0.46,0.59,0.74,0.8,0.78,0.81,0.89,0.84,0.95,0.91,0.96,0.93,0.94,0.99
2023-04-18,106,"부엌","furniture_rooms",0.05,0.02,0.1,0.06,0.21,0.1,0.35,0.4,0.44,0.43,0.54,0.59,0.53,0.62,0.63,0.64,0.68,0.77,0.85
2023-04-18,107,"서랍","furniture_rooms",0.08,0.03,0.09,0.06,0.24,0.14,0.28,0.3,0.37,0.41,0.51,0.66,0.54,0.62,0.64,0.68,0.76,0.72,0.85
2023-04-18,108,"세탁기","furniture_rooms",0.09,0.02,0.1,0.06,0.23,0.23,0.42,0.49,0.51,0.49,0.53,0.69,0.64,0.78,0.72,0.84,0.79,0.88,0.96
2023-04-18,109,"소파","furniture_rooms",0.09,0.03,0.16,0.14,0.23,0.19,0.38,0.37,0.49,0.53,0.62,0.64,0.66,0.67,0.7,0.68,0.8,0.75,0.85
2023-04-18,110,"옷장","furniture_rooms",0.03,0.02,0.07,0.06,0.13,0.17,0.31,0.33,0.37,0.41,0.44,0.6,0.54,0.58,0.6,0.65,0.7,0.74,0.8
2023-04-18,111,"유리","furniture_rooms",0.05,0,0.01,0.03,0.16,0.09,0.25,0.19,0.23,0.35,0.38,0.46,0.36,0.6,0.58,0.6,0.63,0.58,0.68
2023-04-18,112,"의자","furniture_rooms",0.25,0.26,0.31,0.38,0.5,0.5,0.67,0.78,0.74,0.76,0.83,0.88,0.84,0.99,0.9,0.95,0.92,0.94,0.99
2023-04-18,113,"이불","furniture_rooms",0.31,0.2,0.31,0.41,0.54,0.51,0.64,0.82,0.81,0.8,0.79,0.9,0.84,0.96,0.9,0.96,0.95,0.91,0.97
2023-04-18,114,"전자레인지","furniture_rooms",0.03,0.03,0.01,0.03,0.11,0.13,0.15,0.15,0.24,0.26,0.33,0.46,0.34,0.47,0.42,0.45,0.55,0.52,0.49
2023-04-18,115,"지하실","furniture_rooms",0,0,0,0,0.01,0,0.02,0.07,0.1,0.12,0.06,0.09,0.14,0.22,0.24,0.13,0.2,0.22,0.2
2023-04-18,116,"창문","furniture_rooms",0.12,0.06,0.09,0.08,0.24,0.23,0.38,0.49,0.46,0.55,0.65,0.75,0.71,0.79,0.81,0.83,0.83,0.84,0.92
2023-04-18,117,"침대","furniture_rooms",0.18,0.08,0.16,0.22,0.31,0.31,0.56,0.67,0.59,0.69,0.72,0.8,0.8,0.85,0.85,0.88,0.89,0.87,0.97
2023-04-18,118,"텔레비전","furniture_rooms",0.29,0.18,0.24,0.29,0.39,0.41,0.52,0.74,0.7,0.74,0.79,0.86,0.87,0.95,0.93,0.96,0.95,0.93,0.99
2023-04-18,119,"피아노","furniture_rooms",0.14,0.09,0.12,0.29,0.33,0.31,0.54,0.64,0.56,0.62,0.74,0.74,0.77,0.74,0.82,0.88,0.84,0.9,0.96
2023-04-18,120,"화장실","furniture_rooms",0.12,0.06,0.1,0.13,0.3,0.26,0.44,0.64,0.6,0.62,0.69,0.8,0.73,0.84,0.88,0.84,0.86,0.9,0.94
2023-04-18,121,"감","food_drink",0.14,0.03,0.15,0.21,0.33,0.3,0.52,0.59,0.53,0.51,0.64,0.66,0.57,0.68,0.64,0.73,0.82,0.78,0.83
2023-04-18,122,"감자","food_drink",0.14,0.06,0.1,0.13,0.26,0.21,0.44,0.52,0.53,0.62,0.68,0.74,0.69,0.71,0.72,0.73,0.87,0.87,0.93
2023-04-18,123,"계란/달걀","food_drink",0.18,0.15,0.24,0.33,0.39,0.41,0.6,0.75,0.7,0.7,0.82,0.85,0.8,0.93,0.93,0.92,0.97,0.88,0.99
